,District,Type,Count,Amount,Year,state,Quater
13811,fatehpur district,TOTAL,541508,820178271.380095,2020,uttar-pradesh,Q2
13812,rae bareli district,TOTAL,655030,1095500288.6753979,2020,uttar-pradesh,Q2
13813,firozabad district,TOTAL,877638,1459928974.4941869,2020,uttar-pradesh,Q2
13814,kheri district,TOTAL,754871,1190369834.481358,2020,uttar-pradesh,Q2
13815,gorakhpur district,TOTAL,2231738,4183285969.668811,2020,uttar-pradesh,Q2
13816,unnao district,TOTAL,710650,950240650.1922326,2020,uttar-pradesh,Q2
13817,prayagraj district,TOTAL,2935110,5163514764.361202,2020,uttar-pradesh,Q2
13818,sonbhadra district,TOTAL,806207,1534403493.080813,2020,uttar-pradesh,Q2
13819,ghazipur district,TOTAL,1252110,2247394537.737905,2020,uttar-pradesh,Q2
13820,farrukhabad district,TOTAL,601099,972263008.9379331,2020,uttar-pradesh,Q2
13821,kannauj district,TOTAL,505120,729038063.4520526,2020,uttar-pradesh,Q2
13822,azamgarh district,TOTAL,1402231,2315722081.811428,2020,uttar-pradesh,Q2
13823,ayodhya district,TOTAL,900026,1541977173.5807447,2020,uttar-pradesh,Q2
13824,deoria district,TOTAL,1368817,2368679849.548726,2020,uttar-pradesh,Q2
13825,ghaziabad district,TOTAL,7640595,11178742327.553669,2020,uttar-pradesh,Q2
13826,amethi district,TOTAL,693798,1294320359.5677216,2020,uttar-pradesh,Q3
13827,siddharthnagar district,TOTAL,929098,2134469977.762343,2020,uttar-pradesh,Q3
13828,auraiya district,TOTAL,562146,1136268445.31763,2020,uttar-pradesh,Q3
13829,sambhal district,TOTAL,452494,1135126213.2085724,2020,uttar-pradesh,Q3
13830,kanpur nagar district,TOTAL,4224357,8417780315.508661,2020,uttar-pradesh,Q3
13831,aligarh district,TOTAL,2172376,4433149341.3868065,2020,uttar-pradesh,Q3
13832,mahoba district,TOTAL,261861,531843525.61341166,2020,uttar-pradesh,Q3
13833,lucknow district,TOTAL,18626637,44986768816.575165,2020,uttar-pradesh,Q3
13834,sant kabeer nagar district,TOTAL,656697,1513769440.0494862,2020,uttar-pradesh,Q3
13835,hathras district,TOTAL,625553,1275768778.5339706,2020,uttar-pradesh,Q3
13836,budaun district,TOTAL,592062,1238230054.556419,2020,uttar-pradesh,Q3
13837,moradabad district,TOTAL,1295741,3054482814.3022194,2020,uttar-pradesh,Q3
13838,kushinagar district,TOTAL,1825898,3924228270.6950054,2020,uttar-pradesh,Q3
13839,baghpat district,TOTAL,874299,1818031340.8166134,2020,uttar-pradesh,Q3
13840,shahjahanpur district,TOTAL,671383,1272487040.3318233,2020,uttar-pradesh,Q3
13841,muzaffarnagar district,TOTAL,1231459,2544310298.189884,2020,uttar-pradesh,Q3
13842,ambedkar nagar district,TOTAL,812512,1475036147.856543,2020,uttar-pradesh,Q3
13843,bahraich district,TOTAL,538930,1178317118.3128018,2020,uttar-pradesh,Q3
13844,jalaun district,TOTAL,629953,1243068206.0395167,2020,uttar-pradesh,Q3
13845,rampur district,TOTAL,553247,1213905751.9285958,2020,uttar-pradesh,Q3
13846,ballia district,TOTAL,1405118,2795264292.9593353,2020,uttar-pradesh,Q3
13847,shravasti district,TOTAL,149664,328485585.9483519,2020,uttar-pradesh,Q3
13848,kasganj district,TOTAL,348658,705077297.3806964,2020,uttar-pradesh,Q3
13849,varanasi district,TOTAL,3370707,6634516647.606381,2020,uttar-pradesh,Q3
13850,gautam buddha nagar district,TOTAL,17085582,21337631127.67076,2020,uttar-pradesh,Q3
13851,basti district,TOTAL,1075459,2331628985.7178273,2020,uttar-pradesh,Q3
13852,shamli district,TOTAL,536622,1210822146.352789,2020,uttar-pradesh,Q3
13853,maharajganj district,TOTAL,936896,2055424144.7644112,2020,uttar-pradesh,Q3
13854,etawah district,TOTAL,675757,1357078925.498352,2020,uttar-pradesh,Q3
13855,etah district,TOTAL,520578,1064156895.7013092,2020,uttar-pradesh,Q3
13856,banda district,TOTAL,366254,695728921.4259707,2020,uttar-pradesh,Q3
13857,bijnor district,TOTAL,1182322,2483271492.086068,2020,uttar-pradesh,Q3
13858,hardoi district,TOTAL,717346,1302260963.355254,2020,uttar-pradesh,Q3
13859,balrampur district,TOTAL,454008,1114156872.7042677,2020,uttar-pradesh,Q3
13860,amroha district,TOTAL,683194,1606211046.2065675,2020,uttar-pradesh,Q3
13861,pilibhit district,TOTAL,492878,894196424.9031254,2020,uttar-pradesh,Q3
13862,mainpuri district,TOTAL,613350,1259746316.3304174,2020,uttar-pradesh,Q3
13863,kanpur dehat district,TOTAL,558874,1109266594.6678605,2020,uttar-pradesh,Q3
13864,jaunpur district,TOTAL,2030640,3837257466.0020456,2020,uttar-pradesh,Q3
13865,kaushambi district,TOTAL,315793,618446088.2656065,2020,uttar-pradesh,Q3
13866,hapur district,TOTAL,1102037,2028865232.0688508,2020,uttar-pradesh,Q3
13867,hamirpur district,TOTAL,355583,722708619.5316483,2020,uttar-pradesh,Q3
13868,meerut district,TOTAL,3739519,8114325789.555465,2020,uttar-pradesh,Q3
13869,mathura district,TOTAL,1884033,3776128655.9009504,2020,uttar-pradesh,Q3
13870,chitrakoot district,TOTAL,238568,499890761.28251874,2020,uttar-pradesh,Q3
13871,lalitpur district,TOTAL,468063,938535589.147361,2020,uttar-pradesh,Q3
13872,mau district,TOTAL,738346,1451336941.2324305,2020,uttar-pradesh,Q3
13873,mirzapur district,TOTAL,846288,1674284507.0510287,2020,uttar-pradesh,Q3
13874,bulandshahr district,TOTAL,1846812,3453106819.662795,2020,uttar-pradesh,Q3
13875,gonda district,TOTAL,929086,2294714944.947123,2020,uttar-pradesh,Q3
13876,jhansi district,TOTAL,1597393,3459281322.33387,2020,uttar-pradesh,Q3
13877,chandauli district,TOTAL,822442,1603810974.0934565,2020,uttar-pradesh,Q3
13878,bhadohi district,TOTAL,660851,1109214851.88274,2020,uttar-pradesh,Q3
13879,pratapgarh district,TOTAL,1080871,2106097258.5168185,2020,uttar-pradesh,Q3
13880,saharanpur district,TOTAL,1946572,4188524778.327629,2020,uttar-pradesh,Q3
13881,bara banki district,TOTAL,765264,1376084583.893388,2020,uttar-pradesh,Q3
13882,bareilly district,TOTAL,1969627,4024948735.242411,2020,uttar-pradesh,Q3
13883,sitapur district,TOTAL,709016,1279114972.585296,2020,uttar-pradesh,Q3
13884,sultanpur district,TOTAL,868946,1621486345.793549,2020,uttar-pradesh,Q3
13885,agra district,TOTAL,3402430,6647928319.006589,2020,uttar-pradesh,Q3
13886,fatehpur district,TOTAL,540614,1011847022.6095759,2020,uttar-pradesh,Q3
13887,rae bareli district,TOTAL,704574,1358245105.194454,2020,uttar-pradesh,Q3
13888,firozabad district,TOTAL,994544,2000595716.950366,2020,uttar-pradesh,Q3
13889,kheri district,TOTAL,821731,1380068812.7760735,2020,uttar-pradesh,Q3
13890,gorakhpur district,TOTAL,3197317,7043485657.433088,2020,uttar-pradesh,Q3
13891,unnao district,TOTAL,748311,1297050484.2073956,2020,uttar-pradesh,Q3
13892,prayagraj district,TOTAL,4424797,8784004360.762121,2020,uttar-pradesh,Q3
13893,sonbhadra district,TOTAL,979144,2022490421.5177345,2020,uttar-pradesh,Q3
13894,ghazipur district,TOTAL,1489295,3197790517.520283,2020,uttar-pradesh,Q3
13895,farrukhabad district,TOTAL,586393,1168025441.2262099,2020,uttar-pradesh,Q3
13896,kannauj district,TOTAL,470383,910394471.8860384,2020,uttar-pradesh,Q3
13897,azamgarh district,TOTAL,1562684,3106122636.5816445,2020,uttar-pradesh,Q3
13898,ayodhya district,TOTAL,1148182,2402945903.0109997,2020,uttar-pradesh,Q3
13899,deoria district,TOTAL,1661831,3351809693.941284,2020,uttar-pradesh,Q3
13900,ghaziabad district,TOTAL,10353511,16722698683.28836,2020,uttar-pradesh,Q3
13901,amethi district,TOTAL,929052,2047805667.4194226,2020,uttar-pradesh,Q4
13902,siddharthnagar district,TOTAL,1203287,3197534025.2574625,2020,uttar-pradesh,Q4
13903,auraiya district,TOTAL,785790,1729982238.8034532,2020,uttar-pradesh,Q4
13904,sambhal district,TOTAL,658894,1763324001.6111064,2020,uttar-pradesh,Q4
13905,kanpur nagar district,TOTAL,6052576,12308345528.861279,2020,uttar-pradesh,Q4
13906,aligarh district,TOTAL,3179237,6659603398.445011,2020,uttar-pradesh,Q4
13907,mahoba district,TOTAL,338467,757396455.1291689,2020,uttar-pradesh,Q4
13908,lucknow district,TOTAL,21791125,48660862847.75142,2020,uttar-pradesh,Q4
13909,sant kabeer nagar district,TOTAL,853964,2328509654.842339,2020,uttar-pradesh,Q4
13910,hathras district,TOTAL,900053,1975427285.690195,2020,uttar-pradesh,Q4
13911,budaun district,TOTAL,808394,1832450359.2387743,2020,uttar-pradesh,Q4
13912,moradabad district,TOTAL,1837124,4509684341.431406,2020,uttar-pradesh,Q4
13913,kushinagar district,TOTAL,2544134,6177451132.098885,2020,uttar-pradesh,Q4
13914,baghpat district,TOTAL,1274090,2735598660.505571,2020,uttar-pradesh,Q4
13915,shahjahanpur district,TOTAL,921620,1926803593.1859035,2020,uttar-pradesh,Q4
13916,muzaffarnagar district,TOTAL,1855968,4005895164.643703,2020,uttar-pradesh,Q4
13917,ambedkar nagar district,TOTAL,1059079,2345702079.9173775,2020,uttar-pradesh,Q4
13918,bahraich district,TOTAL,733236,1752928127.7677803,2020,uttar-pradesh,Q4
13919,jalaun district,TOTAL,870463,1960046920.771203,2020,uttar-pradesh,Q4
13920,rampur district,TOTAL,779375,1897600325.3097365,2020,uttar-pradesh,Q4
13921,ballia district,TOTAL,1983414,4497298602.604402,2020,uttar-pradesh,Q4
13922,shravasti district,TOTAL,194123,490064811.8696481,2020,uttar-pradesh,Q4
13923,kasganj district,TOTAL,475224,1050026273.0523198,2020,uttar-pradesh,Q4
13924,varanasi district,TOTAL,5020393,10194936776.671387,2020,uttar-pradesh,Q4
13925,gautam buddha nagar district,TOTAL,26875484,32842519367.026222,2020,uttar-pradesh,Q4
13926,basti district,TOTAL,1397049,3591337508.9646235,2020,uttar-pradesh,Q4
13927,shamli district,TOTAL,770139,1795508884.5500958,2020,uttar-pradesh,Q4
13928,maharajganj district,TOTAL,1269772,3237407092.4479995,2020,uttar-pradesh,Q4
13929,etawah district,TOTAL,976366,2075210863.461753,2020,uttar-pradesh,Q4
13930,etah district,TOTAL,723860,1621090109.7997897,2020,uttar-pradesh,Q4
13931,banda district,TOTAL,485652,1056554802.0726085,2020,uttar-pradesh,Q4
13932,bijnor district,TOTAL,1671649,3786521731.7192755,2020,uttar-pradesh,Q4
13933,hardoi district,TOTAL,964983,1950295770.6554155,2020,uttar-pradesh,Q4
13934,balrampur district,TOTAL,602659,1743708794.5551605,2020,uttar-pradesh,Q4
13935,amroha district,TOTAL,990643,2370720288.892324,2020,uttar-pradesh,Q4
13936,pilibhit district,TOTAL,659881,1315633563.1303964,2020,uttar-pradesh,Q4
13937,mainpuri district,TOTAL,835630,1876489036.3921914,2020,uttar-pradesh,Q4
13938,kanpur dehat district,TOTAL,801177,1792856563.1160471,2020,uttar-pradesh,Q4
13939,jaunpur district,TOTAL,2575090,5862550808.616685,2020,uttar-pradesh,Q4
13940,kaushambi district,TOTAL,426355,999440562.3793883,2020,uttar-pradesh,Q4
13941,hapur district,TOTAL,1644740,3136746389.1512117,2020,uttar-pradesh,Q4
13942,hamirpur district,TOTAL,468721,1086787047.16535,2020,uttar-pradesh,Q4
13943,meerut district,TOTAL,5063989,10705409123.829666,2020,uttar-pradesh,Q4
13944,mathura district,TOTAL,2894712,6050052874.5533085,2020,uttar-pradesh,Q4
13945,chitrakoot district,TOTAL,325363,767298714.6523205,2020,uttar-pradesh,Q4
13946,lalitpur district,TOTAL,657837,1360184221.831142,2020,uttar-pradesh,Q4
13947,mau district,TOTAL,995516,2271789809.3879824,2020,uttar-pradesh,Q4
13948,mirzapur district,TOTAL,1127365,2523000481.679961,2020,uttar-pradesh,Q4
13949,bulandshahr district,TOTAL,2689766,5399484706.621842,2020,uttar-pradesh,Q4
13950,gonda district,TOTAL,1293672,3549030149.702004,2020,uttar-pradesh,Q4
13951,jhansi district,TOTAL,2406415,5421062226.887428,2020,uttar-pradesh,Q4
13952,chandauli district,TOTAL,1124617,2422919353.4623985,2020,uttar-pradesh,Q4
13953,bhadohi district,TOTAL,845550,1647815099.9773245,2020,uttar-pradesh,Q4
13954,pratapgarh district,TOTAL,1456324,3283398763.4906263,2020,uttar-pradesh,Q4
13955,saharanpur district,TOTAL,2800641,6239011549.696222,2020,uttar-pradesh,Q4
13956,bara banki district,TOTAL,1043324,2086952999.821857,2020,uttar-pradesh,Q4
13957,bareilly district,TOTAL,2825946,6085882466.945249,2020,uttar-pradesh,Q4
13958,sitapur district,TOTAL,944455,1884569094.6716216,2020,uttar-pradesh,Q4
13959,sultanpur district,TOTAL,1164282,2593915075.1443205,2020,uttar-pradesh,Q4
13960,agra district,TOTAL,5121332,10378549354.942242,2020,uttar-pradesh,Q4
13961,fatehpur district,TOTAL,721429,1605703311.681253,2020,uttar-pradesh,Q4
13962,rae bareli district,TOTAL,949686,2094791838.7043169,2020,uttar-pradesh,Q4
13963,firozabad district,TOTAL,1433503,3064998559.6563253,2020,uttar-pradesh,Q4
13964,kheri district,TOTAL,1112322,2108209768.2697093,2020,uttar-pradesh,Q4
13965,gorakhpur district,TOTAL,4537853,10798676241.771055,2020,uttar-pradesh,Q4
13966,unnao district,TOTAL,1021144,2072417707.0410173,2020,uttar-pradesh,Q4
13967,prayagraj district,TOTAL,6423026,12760082970.572113,2020,uttar-pradesh,Q4
13968,sonbhadra district,TOTAL,1375197,3033686641.7447925,2020,uttar-pradesh,Q4
13969,ghazipur district,TOTAL,1956174,4725819574.254914,2020,uttar-pradesh,Q4
13970,farrukhabad district,TOTAL,831323,1765789379.3673995,2020,uttar-pradesh,Q4
13971,kannauj district,TOTAL,639599,1379451056.6521683,2020,uttar-pradesh,Q4
13972,azamgarh district,TOTAL,2036037,4814095317.231253,2020,uttar-pradesh,Q4
13973,ayodhya district,TOTAL,1547673,3524811463.26251,2020,uttar-pradesh,Q4
13974,deoria district,TOTAL,2392279,5497955866.767282,2020,uttar-pradesh,Q4
13975,ghaziabad district,TOTAL,15220234,24565353557.018074,2020,uttar-pradesh,Q4
13976,amethi district,TOTAL,877998,2019421035.5440125,2021,uttar-pradesh,Q1
13977,siddharthnagar district,TOTAL,1151889,3465239203.2077265,2021,uttar-pradesh,Q1
13978,auraiya district,TOTAL,769110,1728417436.1610992,2021,uttar-pradesh,Q1
13979,sambhal district,TOTAL,713188,2096832820.641212,2021,uttar-pradesh,Q1
13980,kanpur nagar district,TOTAL,6948497,13274223178.294434,2021,uttar-pradesh,Q1
13981,aligarh district,TOTAL,3639658,7418381922.136725,2021,uttar-pradesh,Q1
13982,mahoba district,TOTAL,330542,797978338.2421438,2021,uttar-pradesh,Q1
13983,lucknow district,TOTAL,35616880,66268662302.66503,2021,uttar-pradesh,Q1
13984,sant kabeer nagar district,TOTAL,785067,2292341220.026307,2021,uttar-pradesh,Q1
13985,hathras district,TOTAL,904106,2007237611.7384071,2021,uttar-pradesh,Q1
13986,budaun district,TOTAL,860365,2064814361.1100338,2021,uttar-pradesh,Q1
13987,moradabad district,TOTAL,2141475,5315834859.740384,2021,uttar-pradesh,Q1
13988,kushinagar district,TOTAL,2430660,6154525833.709658,2021,uttar-pradesh,Q1
13989,baghpat district,TOTAL,1269717,2815148600.9318047,2021,uttar-pradesh,Q1
13990,shahjahanpur district,TOTAL,942125,2093378695.195166,2021,uttar-pradesh,Q1
13991,muzaffarnagar district,TOTAL,2056338,4554139218.27136,2021,uttar-pradesh,Q1
13992,ambedkar nagar district,TOTAL,973066,2270163374.1693525,2021,uttar-pradesh,Q1
13993,bahraich district,TOTAL,753675,1975803618.5803046,2021,uttar-pradesh,Q1
13994,jalaun district,TOTAL,838073,1971780173.5989068,2021,uttar-pradesh,Q1
13995,rampur district,TOTAL,860337,2233156797.522419,2021,uttar-pradesh,Q1
13996,ballia district,TOTAL,1812583,4179409523.6494207,2021,uttar-pradesh,Q1
13997,shravasti district,TOTAL,192450,539637266.7573034,2021,uttar-pradesh,Q1
13998,kasganj district,TOTAL,494513,1147686148.9570708,2021,uttar-pradesh,Q1
13999,varanasi district,TOTAL,5807048,10950765766.981533,2021,uttar-pradesh,Q1
14000,gautam buddha nagar district,TOTAL,31352951,37748670525.23869,2021,uttar-pradesh,Q1
14001,basti district,TOTAL,1317427,3736440480.9011135,2021,uttar-pradesh,Q1
14002,shamli district,TOTAL,813526,1983208486.1633,2021,uttar-pradesh,Q1
14003,maharajganj district,TOTAL,1226115,3416557865.3637247,2021,uttar-pradesh,Q1
14004,etawah district,TOTAL,1056534,2208046405.87211,2021,uttar-pradesh,Q1
14005,etah district,TOTAL,752911,1763562812.774366,2021,uttar-pradesh,Q1
14006,banda district,TOTAL,478856,1080201354.898141,2021,uttar-pradesh,Q1
14007,bijnor district,TOTAL,1776010,4258199699.7379847,2021,uttar-pradesh,Q1
14008,hardoi district,TOTAL,928482,2045360766.5230374,2021,uttar-pradesh,Q1
14009,balrampur district,TOTAL,585060,1872826651.5785859,2021,uttar-pradesh,Q1
14010,amroha district,TOTAL,1070707,2714682985.8695583,2021,uttar-pradesh,Q1
14011,pilibhit district,TOTAL,690076,1485572502.494791,2021,uttar-pradesh,Q1
14012,mainpuri district,TOTAL,879113,2088080638.93582,2021,uttar-pradesh,Q1
14013,kanpur dehat district,TOTAL,786955,1844894490.7341883,2021,uttar-pradesh,Q1
14014,jaunpur district,TOTAL,2218994,5134456266.426699,2021,uttar-pradesh,Q1
14015,kaushambi district,TOTAL,427365,1039916138.5923938,2021,uttar-pradesh,Q1
14016,hapur district,TOTAL,1787385,3374025881.7737064,2021,uttar-pradesh,Q1
14017,hamirpur district,TOTAL,448033,1082453707.9599018,2021,uttar-pradesh,Q1
14018,meerut district,TOTAL,6883062,13712809242.556309,2021,uttar-pradesh,Q1
14019,mathura district,TOTAL,3300059,6630958776.858941,2021,uttar-pradesh,Q1
14020,chitrakoot district,TOTAL,305595,774496740.379127,2021,uttar-pradesh,Q1
14021,lalitpur district,TOTAL,715812,1451266508.7796412,2021,uttar-pradesh,Q1
14022,mau district,TOTAL,885573,2070273659.6743588,2021,uttar-pradesh,Q1
14023,mirzapur district,TOTAL,1069333,2624527845.0115094,2021,uttar-pradesh,Q1
14024,bulandshahr district,TOTAL,2844618,5734398738.267788,2021,uttar-pradesh,Q1
14025,gonda district,TOTAL,1238540,3632237997.5365334,2021,uttar-pradesh,Q1
14026,jhansi district,TOTAL,2604380,5548819990.074663,2021,uttar-pradesh,Q1
14027,chandauli district,TOTAL,1072974,2447762420.872851,2021,uttar-pradesh,Q1
14028,bhadohi district,TOTAL,740300,1518741542.0093746,2021,uttar-pradesh,Q1
14029,pratapgarh district,TOTAL,1348590,3070050051.9793787,2021,uttar-pradesh,Q1
14030,saharanpur district,TOTAL,3177302,7147730126.368415,2021,uttar-pradesh,Q1
14031,bara banki district,TOTAL,1080613,2239233917.573295,2021,uttar-pradesh,Q1
14032,bareilly district,TOTAL,3013200,6487088451.990205,2021,uttar-pradesh,Q1
14033,sitapur district,TOTAL,983750,2091781556.8922815,2021,uttar-pradesh,Q1
14034,sultanpur district,TOTAL,1072868,2443671436.5467286,2021,uttar-pradesh,Q1
14035,agra district,TOTAL,5773733,11198658827.144236,2021,uttar-pradesh,Q1
14036,fatehpur district,TOTAL,707603,1636407066.7822635,2021,uttar-pradesh,Q1
14037,rae bareli district,TOTAL,955313,2124119307.8524141,2021,uttar-pradesh,Q1
14038,firozabad district,TOTAL,1522752,3283806271.1736436,2021,uttar-pradesh,Q1
14039,kheri district,TOTAL,1095771,2220238733.580754,2021,uttar-pradesh,Q1
14040,gorakhpur district,TOTAL,4804502,10959348578.905521,2021,uttar-pradesh,Q1
14041,unnao district,TOTAL,948502,2012532903.0940554,2021,uttar-pradesh,Q1
14042,prayagraj district,TOTAL,7886986,14358916730.34151,2021,uttar-pradesh,Q1
14043,sonbhadra district,TOTAL,1364012,3198874050.985406,2021,uttar-pradesh,Q1
14044,ghazipur district,TOTAL,1811693,4421012962.406708,2021,uttar-pradesh,Q1
14045,farrukhabad district,TOTAL,860342,1865618375.0222893,2021,uttar-pradesh,Q1
14046,kannauj district,TOTAL,666139,1477658098.5551538,2021,uttar-pradesh,Q1
14047,azamgarh district,TOTAL,1797181,4355952038.127698,2021,uttar-pradesh,Q1
14048,ayodhya district,TOTAL,1655673,3705175547.987315,2021,uttar-pradesh,Q1
14049,deoria district,TOTAL,2146841,4966425528.395669,2021,uttar-pradesh,Q1
14050,ghaziabad district,TOTAL,16400075,26364856584.17089,2021,uttar-pradesh,Q1
14051,amethi district,TOTAL,1291021,2832735535.699919,2021,uttar-pradesh,Q2
14052,siddharthnagar district,TOTAL,1771043,5238148009.774738,2021,uttar-pradesh,Q2
14053,auraiya district,TOTAL,1059958,2271182442.584289,2021,uttar-pradesh,Q2
14054,sambhal district,TOTAL,950489,2603854883.488303,2021,uttar-pradesh,Q2
14055,kanpur nagar district,TOTAL,7585841,14935346898.476763,2021,uttar-pradesh,Q2
14056,aligarh district,TOTAL,4566809,9169523754.569006,2021,uttar-pradesh,Q2
14057,mahoba district,TOTAL,475867,1122285761.4014444,2021,uttar-pradesh,Q2
14058,lucknow district,TOTAL,41241215,78447443137.55058,2021,uttar-pradesh,Q2
14059,sant kabeer nagar district,TOTAL,1131079,3117195181.2863383,2021,uttar-pradesh,Q2
14060,hathras district,TOTAL,1233619,2575616559.22519,2021,uttar-pradesh,Q2
14061,budaun district,TOTAL,1191301,2835775507.3737907,2021,uttar-pradesh,Q2
14062,moradabad district,TOTAL,2635770,6178755186.138968,2021,uttar-pradesh,Q2
14063,kushinagar district,TOTAL,3460610,8429294860.665513,2021,uttar-pradesh,Q2
